client_id,sex,birth,age,group,group2,cat0,cat1,cat2,total,CAcat0,CAcat1,CAcat2,CA
c_3121,m,1999,24,"(18, 30]","(18, 30]",0.0,11.0,16.0,27.0,0.0,234.20999999999998,925.3,1159.51
c_3844,m,1953,70,"(50, 70]","(65, 94]",18.0,18.0,0.0,36.0,227.70000000000002,363.43,0.0,591.13
c_4834,m,1976,47,"(30, 50]","(30, 65]",146.0,17.0,1.0,164.0,1568.86,370.40999999999997,145.99,2085.26
c_6702,m,1969,54,"(50, 70]","(30, 65]",27.0,24.0,0.0,51.0,317.08,519.89,0.0,836.97
c_974,f,1981,42,"(30, 50]","(30, 65]",41.0,15.0,1.0,57.0,450.78,352.0,102.82,905.5999999999999
c_3281,m,1973,50,"(30, 50]","(30, 65]",37.0,19.0,0.0,56.0,375.91,375.67,0.0,751.58
c_8393,f,1965,58,"(50, 70]","(30, 65]",4.0,9.0,0.0,13.0,48.42,238.41,0.0,286.83
c_375,m,2000,23,"(18, 30]","(18, 30]",15.0,4.0,3.0,22.0,162.35,112.96000000000001,190.07999999999998,465.39
c_6647,f,1999,24,"(18, 30]","(18, 30]",0.0,3.0,17.0,20.0,0.0,32.17,1010.05,1042.22
c_8169,m,1963,60,"(50, 70]","(30, 65]",39.0,38.0,0.0,77.0,387.91,848.9399999999999,0.0,1236.85
c_3964,m,1985,38,"(30, 50]","(30, 65]",42.0,18.0,0.0,60.0,394.98,330.96999999999997,0.0,725.95
c_5944,m,1950,73,"(70, 94]","(65, 94]",16.0,30.0,0.0,46.0,224.42000000000002,666.33,0.0,890.75
c_6877,m,1950,73,"(70, 94]","(65, 94]",3.0,3.0,0.0,6.0,33.97,58.379999999999995,0.0,92.35
c_1890,f,1964,59,"(50, 70]","(30, 65]",51.0,90.0,0.0,141.0,524.89,1820.12,0.0,2345.0099999999998
c_4367,m,1990,33,"(30, 50]","(30, 65]",120.0,36.0,0.0,156.0,1141.55,831.56,0.0,1973.11
c_4388,f,1971,52,"(50, 70]","(30, 65]",3.0,2.0,0.0,5.0,33.8,44.84,0.0,78.64
c_7799,m,1985,38,"(30, 50]","(30, 65]",259.0,66.0,0.0,325.0,2550.15,1262.22,0.0,3812.37
c_4067,f,1973,50,"(30, 50]","(30, 65]",50.0,16.0,0.0,66.0,454.0,334.81,0.0,788.81
c_2256,f,1991,32,"(30, 50]","(30, 65]",19.0,0.0,0.0,19.0,149.71,0.0,0.0,149.71
c_4711,f,1982,41,"(30, 50]","(30, 65]",122.0,51.0,0.0,173.0,1380.14,1003.91,0.0,2384.05
c_7133,m,1979,44,"(30, 50]","(30, 65]",29.0,6.0,0.0,35.0,342.0,86.44999999999999,0.0,428.45
c_33,m,1982,41,"(30, 50]","(30, 65]",77.0,36.0,0.0,113.0,861.92,714.74,0.0,1576.6599999999999
c_4437,f,1967,56,"(50, 70]","(30, 65]",16.0,34.0,0.0,50.0,195.84,757.7199999999999,0.0,953.56
c_8441,f,1984,39,"(30, 50]","(30, 65]",127.0,38.0,0.0,165.0,1242.6200000000001,878.76,0.0,2121.38
c_8585,f,2004,19,"(18, 30]","(18, 30]",29.0,19.0,11.0,59.0,299.53000000000003,379.21,982.73,1661.47
c_2920,m,1988,35,"(30, 50]","(30, 65]",80.0,28.0,0.0,108.0,798.35,606.75,0.0,1405.1
c_5908,m,1964,59,"(50, 70]","(30, 65]",30.0,49.0,1.0,80.0,308.72,1119.86,155.99,1584.57
c_8061,f,1980,43,"(30, 50]","(30, 65]",51.0,17.0,0.0,68.0,542.63,390.69,0.0,933.3199999999999
c_6729,f,1997,26,"(18, 30]","(18, 30]",23.0,19.0,5.0,47.0,326.94,445.65999999999997,249.95000000000002,1022.55
c_6848,f,1990,33,"(30, 50]","(30, 65]",11.0,1.0,0.0,12.0,94.46,22.99,0.0,117.44999999999999
c_2071,f,1990,33,"(30, 50]","(30, 65]",52.0,29.0,0.0,81.0,547.53,629.05,0.0,1176.58
c_7602,m,1954,69,"(50, 70]","(65, 94]",2.0,20.0,0.0,22.0,22.82,485.54999999999995,0.0,508.36999999999995
c_2462,f,2004,19,"(18, 30]","(18, 30]",0.0,18.0,23.0,41.0,0.0,521.9,1519.1200000000001,2041.02
c_5169,f,1957,66,"(50, 70]","(65, 94]",18.0,44.0,3.0,65.0,194.45,863.8299999999999,335.96999999999997,1394.25
c_4743,m,1988,35,"(30, 50]","(30, 65]",192.0,34.0,0.0,226.0,2156.08,744.86,0.0,2900.94
c_2471,m,1992,31,"(30, 50]","(30, 65]",8.0,21.0,16.0,45.0,46.38,467.71999999999997,1173.26,1687.3600000000001
c_4838,m,1991,32,"(30, 50]","(30, 65]",10.0,11.0,3.0,24.0,111.66,182.51,183.55,477.71999999999997
c_281,m,1975,48,"(30, 50]","(30, 65]",49.0,8.0,0.0,57.0,562.98,163.14,0.0,726.12
c_7036,f,2004,19,"(18, 30]","(18, 30]",0.0,14.0,19.0,33.0,0.0,262.18,1395.92,1658.1000000000001
c_6967,m,1948,75,"(70, 94]","(65, 94]",11.0,29.0,0.0,40.0,135.18,608.79,0.0,743.97
c_7727,f,1992,31,"(30, 50]","(30, 65]",11.0,17.0,4.0,32.0,103.04,297.36,342.64,743.04
c_6092,f,2001,22,"(18, 30]","(18, 30]",27.0,25.0,19.0,71.0,329.56,546.13,1409.85,2285.54
c_4661,f,1982,41,"(30, 50]","(30, 65]",303.0,44.0,1.0,348.0,3174.8,832.01,145.99,4152.8
c_5705,m,1986,37,"(30, 50]","(30, 65]",95.0,25.0,0.0,120.0,1100.04,495.82,0.0,1595.86
c_7950,m,1981,42,"(30, 50]","(30, 65]",22.0,8.0,0.0,30.0,303.95,199.92,0.0,503.87
c_7828,f,1976,47,"(30, 50]","(30, 65]",24.0,4.0,0.0,28.0,248.55,97.87,0.0,346.42
c_7939,f,1973,50,"(30, 50]","(30, 65]",25.0,9.0,0.0,34.0,301.18,165.17000000000002,0.0,466.35
c_3723,m,1991,32,"(30, 50]","(30, 65]",48.0,18.0,0.0,66.0,440.68,359.18,0.0,799.86
c_6204,m,1990,33,"(30, 50]","(30, 65]",93.0,16.0,0.0,109.0,1068.95,244.88,0.0,1313.83
c_753,f,1982,41,"(30, 50]","(30, 65]",90.0,15.0,1.0,106.0,1112.69,402.88,83.99,1599.5600000000002
c_8306,m,1946,77,"(70, 94]","(65, 94]",28.0,30.0,0.0,58.0,293.14,590.55,0.0,883.6899999999999
c_958,m,1975,48,"(30, 50]","(30, 65]",81.0,52.0,0.0,133.0,842.42,1101.07,0.0,1943.4899999999998
c_6646,m,1974,49,"(30, 50]","(30, 65]",250.0,89.0,1.0,340.0,2561.83,2068.06,145.99,4775.879999999999
c_2590,f,1966,57,"(50, 70]","(30, 65]",24.0,22.0,1.0,47.0,219.41,323.34,68.99,611.74
c_1576,m,1956,67,"(50, 70]","(65, 94]",51.0,49.0,1.0,101.0,491.0,1070.77,158.99,1720.76
c_4591,m,1992,31,"(30, 50]","(30, 65]",13.0,18.0,23.0,54.0,175.95,285.82,2096.25,2558.02
c_767,m,1959,64,"(50, 70]","(30, 65]",40.0,24.0,3.0,67.0,438.54,474.59999999999997,161.97,1075.11
c_2270,f,1977,46,"(30, 50]","(30, 65]",96.0,35.0,0.0,131.0,981.6,745.24,0.0,1726.8400000000001
c_4775,m,1985,38,"(30, 50]","(30, 65]",17.0,10.0,2.0,29.0,204.27,204.73999999999998,139.98,548.99
c_7717,m,1962,61,"(50, 70]","(30, 65]",12.0,36.0,0.0,48.0,103.08,768.29,0.0,871.37
c_5622,f,1969,54,"(50, 70]","(30, 65]",16.0,25.0,0.0,41.0,177.94,468.91999999999996,0.0,646.8599999999999
c_5159,f,1979,44,"(30, 50]","(30, 65]",41.0,48.0,0.0,89.0,459.0,941.8,0.0,1400.8
c_7916,f,2004,19,"(18, 30]","(18, 30]",0.0,7.0,3.0,10.0,0.0,168.92999999999998,215.96999999999997,384.9
c_7735,f,1973,50,"(30, 50]","(30, 65]",13.0,1.0,0.0,14.0,126.65,28.99,0.0,155.64000000000001
c_1082,m,1942,81,"(70, 94]","(65, 94]",3.0,6.0,0.0,9.0,12.09,101.85,0.0,113.94
c_6731,f,2001,22,"(18, 30]","(18, 30]",3.0,15.0,27.0,45.0,33.77,280.85,1814.56,2129.18
c_2542,f,1937,86,"(70, 94]","(65, 94]",7.0,21.0,0.0,28.0,40.25,420.57,0.0,460.82
c_2622,f,1962,61,"(50, 70]","(30, 65]",30.0,15.0,0.0,45.0,312.64,312.93,0.0,625.5699999999999
c_6496,m,1996,27,"(18, 30]","(18, 30]",19.0,18.0,36.0,73.0,209.13,306.32,2520.7999999999997,3036.25
c_6850,f,1987,36,"(30, 50]","(30, 65]",147.0,42.0,0.0,189.0,1554.78,867.5,0.0,2422.2799999999997
c_1608,f,1965,58,"(50, 70]","(30, 65]",38.0,49.0,2.0,89.0,429.25,1127.55,188.47,1745.27
c_5430,m,1985,38,"(30, 50]","(30, 65]",78.0,21.0,1.0,100.0,744.36,432.49,60.37,1237.2199999999998
c_6316,m,1984,39,"(30, 50]","(30, 65]",150.0,62.0,1.0,213.0,1593.73,1270.84,155.99,3020.5599999999995
c_5058,m,1984,39,"(30, 50]","(30, 65]",97.0,40.0,1.0,138.0,1125.62,780.9,145.99,2052.51
c_3708,m,1979,44,"(30, 50]","(30, 65]",104.0,24.0,0.0,128.0,1077.04,499.24,0.0,1576.28
c_6882,f,1964,59,"(50, 70]","(30, 65]",59.0,58.0,2.0,119.0,626.0699999999999,1216.8799999999999,167.02,2009.9699999999998
c_6799,f,1948,75,"(70, 94]","(65, 94]",58.0,65.0,4.0,127.0,676.66,1264.99,181.96,2123.61
c_7207,m,1980,43,"(30, 50]","(30, 65]",40.0,26.0,0.0,66.0,407.41,529.04,0.0,936.45
c_1764,f,2004,19,"(18, 30]","(18, 30]",9.0,3.0,18.0,30.0,62.76,50.97,1020.1,1133.83
c_7377,f,1960,63,"(50, 70]","(30, 65]",7.0,22.0,0.0,29.0,100.84,553.86,0.0,654.7
c_23,m,1997,26,"(18, 30]","(18, 30]",0.0,11.0,8.0,19.0,0.0,244.94,834.71,1079.65
c_5230,m,1997,26,"(18, 30]","(18, 30]",0.0,3.0,7.0,10.0,0.0,72.72,802.93,875.65
c_5791,m,2000,23,"(18, 30]","(18, 30]",3.0,6.0,17.0,26.0,14.97,158.73,1363.1200000000001,1536.8200000000002
c_1415,m,1993,30,"(18, 30]","(18, 30]",0.0,5.0,15.0,20.0,0.0,100.94999999999999,1331.8700000000001,1432.8200000000002
c_6440,m,1983,40,"(30, 50]","(30, 65]",137.0,34.0,0.0,171.0,1366.52,699.79,0.0,2066.31
c_4899,f,1949,74,"(70, 94]","(65, 94]",40.0,48.0,0.0,88.0,489.1,1122.44,0.0,1611.54
c_5196,m,1976,47,"(30, 50]","(30, 65]",90.0,54.0,1.0,145.0,844.87,1084.46,54.87,1984.1999999999998
c_4879,m,1965,58,"(50, 70]","(30, 65]",48.0,53.0,0.0,101.0,522.97,1137.6399999999999,0.0,1660.61
c_1797,f,1979,44,"(30, 50]","(30, 65]",5.0,8.0,0.0,13.0,76.03,185.6,0.0,261.63
c_3940,f,1963,60,"(50, 70]","(30, 65]",12.0,14.0,0.0,26.0,169.35999999999999,282.58,0.0,451.93999999999994
c_231,m,1962,61,"(50, 70]","(30, 65]",16.0,13.0,0.0,29.0,141.76,286.87,0.0,428.63
c_3676,m,1982,41,"(30, 50]","(30, 65]",34.0,10.0,0.0,44.0,409.89,225.62,0.0,635.51
c_4587,m,1975,48,"(30, 50]","(30, 65]",183.0,56.0,0.0,239.0,1955.06,1078.17,0.0,3033.23
c_4058,f,1975,48,"(30, 50]","(30, 65]",100.0,39.0,1.0,140.0,1157.08,718.55,145.99,2021.62
c_3312,m,1940,83,"(70, 94]","(65, 94]",20.0,15.0,0.0,35.0,164.83,236.53,0.0,401.36
c_3354,f,1988,35,"(30, 50]","(30, 65]",32.0,7.0,0.0,39.0,309.15,135.38,0.0,444.53
c_5291,m,1973,50,"(30, 50]","(30, 65]",112.0,61.0,1.0,174.0,1106.48,1301.09,145.99,2553.5599999999995
c_1100,m,1997,26,"(18, 30]","(18, 30]",6.0,22.0,17.0,45.0,46.24,428.29999999999995,1484.44,1958.98
c_431,m,1990,33,"(30, 50]","(30, 65]",108.0,25.0,1.0,134.0,1187.76,472.82,145.99,1806.57
c_8617,m,1996,27,"(18, 30]","(18, 30]",0.0,9.0,24.0,33.0,0.0,201.76,2194.36,2396.12
c_4298,m,1972,51,"(50, 70]","(30, 65]",152.0,43.0,0.0,195.0,1576.1,939.56,0.0,2515.66
c_4214,m,1998,25,"(18, 30]","(18, 30]",6.0,5.0,1.0,12.0,55.410000000000004,115.46,41.31,212.18
c_8324,m,1975,48,"(30, 50]","(30, 65]",180.0,48.0,1.0,229.0,1755.91,1020.79,145.99,2922.6899999999996
c_2287,f,1967,56,"(50, 70]","(30, 65]",6.0,11.0,0.0,17.0,53.1,214.72,0.0,267.82
c_7353,m,1987,36,"(30, 50]","(30, 65]",93.0,31.0,0.0,124.0,984.82,597.27,0.0,1582.0900000000001
c_6593,f,1999,24,"(18, 30]","(18, 30]",4.0,24.0,10.0,38.0,49.96,409.06,881.91,1340.9299999999998
c_148,m,1980,43,"(30, 50]","(30, 65]",22.0,26.0,0.0,48.0,165.83,656.45,0.0,822.2800000000001
c_6377,f,1983,40,"(30, 50]","(30, 65]",78.0,32.0,0.0,110.0,893.73,634.5699999999999,0.0,1528.3
c_8344,f,2001,22,"(18, 30]","(18, 30]",10.0,22.0,4.0,36.0,107.34,470.40999999999997,237.12,814.87
c_5349,m,1991,32,"(30, 50]","(30, 65]",45.0,13.0,4.0,62.0,448.40999999999997,256.43,212.94,917.78
c_6598,f,1967,56,"(50, 70]","(30, 65]",11.0,10.0,0.0,21.0,139.73,139.06,0.0,278.78999999999996
c_2006,f,1987,36,"(30, 50]","(30, 65]",91.0,35.0,0.0,126.0,891.275589254766,845.11,0.0,1736.385589254766
c_2980,m,1972,51,"(50, 70]","(30, 65]",42.0,23.0,0.0,65.0,402.7,425.62,0.0,828.3199999999999
c_4439,m,1976,47,"(30, 50]","(30, 65]",39.0,16.0,1.0,56.0,437.53,294.61,63.99,796.13
c_2323,f,1989,34,"(30, 50]","(30, 65]",25.0,7.0,0.0,32.0,272.01,163.55,0.0,435.56
c_8252,f,1989,34,"(30, 50]","(30, 65]",209.0,40.0,0.0,249.0,2337.48,750.46,0.0,3087.94
c_2165,f,1961,62,"(50, 70]","(30, 65]",30.0,56.0,0.0,86.0,397.51,1262.6799999999998,0.0,1660.1899999999998
c_1584,m,1991,32,"(30, 50]","(30, 65]",124.0,39.0,0.0,163.0,1340.87,955.54,0.0,2296.41
c_5224,m,2000,23,"(18, 30]","(18, 30]",6.0,22.0,27.0,55.0,81.16,468.82,1969.04,2519.02
c_6387,m,2002,21,"(18, 30]","(18, 30]",6.0,4.0,10.0,20.0,45.699999999999996,59.96,869.14,974.8
c_5203,m,2002,21,"(18, 30]","(18, 30]",8.0,16.0,12.0,36.0,74.88,353.02,720.6,1148.5
c_1105,m,2004,19,"(18, 30]","(18, 30]",26.0,17.0,0.0,43.0,313.3,415.26,0.0,728.56
c_2758,m,1968,55,"(50, 70]","(30, 65]",7.0,4.0,0.0,11.0,57.35,82.35999999999999,0.0,139.70999999999998
c_7147,m,1983,40,"(30, 50]","(30, 65]",134.0,53.0,2.0,189.0,1398.32,1159.15,291.98,2849.4500000000003
c_7260,m,1999,24,"(18, 30]","(18, 30]",6.0,14.0,9.0,29.0,76.0,308.28999999999996,508.14,892.43
c_3691,f,2004,19,"(18, 30]","(18, 30]",3.0,22.0,13.0,38.0,17.97,449.71999999999997,855.09,1322.78
c_4605,f,1979,44,"(30, 50]","(30, 65]",82.0,11.0,2.0,95.0,995.23,206.9,137.98,1340.1100000000001
c_4285,m,1975,48,"(30, 50]","(30, 65]",99.0,29.0,1.0,129.0,1020.4,734.5799999999999,115.93,1870.91
c_6167,f,1949,74,"(70, 94]","(65, 94]",14.0,19.0,0.0,33.0,88.93,362.49,0.0,451.42
c_2375,m,1974,49,"(30, 50]","(30, 65]",173.0,62.0,2.0,237.0,2078.33,1167.48,139.98,3385.79
c_3340,f,1951,72,"(70, 94]","(65, 94]",1.0,6.0,0.0,7.0,7.65,102.44,0.0,110.09
c_1341,f,1971,52,"(50, 70]","(30, 65]",6.0,10.0,1.0,17.0,75.19,201.5,41.31,318.0
c_2747,m,1978,45,"(30, 50]","(30, 65]",191.0,67.0,0.0,258.0,2169.63,1313.93,0.0,3483.5600000000004
c_5536,f,1972,51,"(50, 70]","(30, 65]",36.0,7.0,0.0,43.0,392.79,138.27,0.0,531.0600000000001
c_8070,m,1942,81,"(70, 94]","(65, 94]",18.0,17.0,1.0,36.0,113.39,412.43,145.99,671.8100000000001
c_2472,f,1988,35,"(30, 50]","(30, 65]",4.0,4.0,0.0,8.0,30.6,75.96,0.0,106.56
c_5625,m,1942,81,"(70, 94]","(65, 94]",10.0,22.0,0.0,32.0,123.82,364.52,0.0,488.34
c_8113,m,1999,24,"(18, 30]","(18, 30]",0.0,7.0,10.0,17.0,0.0,64.53,796.9,861.43
c_4291,f,2003,20,"(18, 30]","(18, 30]",3.0,10.0,7.0,20.0,20.759999999999998,160.33999999999997,491.31,672.41
c_46,f,1998,25,"(18, 30]","(18, 30]",2.0,4.0,4.0,10.0,28.62,58.26,185.0,271.88
c_5655,f,1949,74,"(70, 94]","(65, 94]",41.0,59.0,0.0,100.0,454.4,1410.87,0.0,1865.27
c_3211,m,1991,32,"(30, 50]","(30, 65]",60.0,53.0,4.0,117.0,789.28,1029.03,243.84,2062.15
c_7583,m,1984,39,"(30, 50]","(30, 65]",27.0,6.0,0.0,33.0,316.35,70.08,0.0,386.43
c_3378,m,1972,51,"(50, 70]","(30, 65]",144.0,38.0,0.0,182.0,1493.19,757.6,0.0,2250.79
c_2534,m,1988,35,"(30, 50]","(30, 65]",51.0,9.0,0.0,60.0,660.23,155.41,0.0,815.64
c_3122,f,1992,31,"(30, 50]","(30, 65]",0.0,24.0,14.0,38.0,0.0,610.28,926.04,1536.32
c_7005,f,1997,26,"(18, 30]","(18, 30]",0.0,12.0,9.0,21.0,0.0,278.86,516.89,795.75
c_5387,m,1956,67,"(50, 70]","(65, 94]",3.0,17.0,0.0,20.0,44.55,279.36,0.0,323.91
c_7085,f,1980,43,"(30, 50]","(30, 65]",47.0,21.0,0.0,68.0,409.17,407.5,0.0,816.6700000000001
c_2657,m,1953,70,"(50, 70]","(65, 94]",13.0,6.0,0.0,19.0,114.93,93.94,0.0,208.87
c_3553,f,1965,58,"(50, 70]","(30, 65]",37.0,50.0,4.0,91.0,383.75,1087.2,447.96,1918.91
c_16,f,1970,53,"(50, 70]","(30, 65]",8.0,8.0,0.0,16.0,55.260000000000005,181.26,0.0,236.51999999999998
c_5268,m,1955,68,"(50, 70]","(65, 94]",80.0,63.0,0.0,143.0,944.98,1205.31,0.0,2150.29
c_3274,m,1972,51,"(50, 70]","(30, 65]",236.0,64.0,0.0,300.0,2260.0,1235.83,0.0,3495.83
c_6793,f,1948,75,"(70, 94]","(65, 94]",20.0,4.0,0.0,24.0,173.60999999999999,166.88,0.0,340.49
c_2494,m,2002,21,"(18, 30]","(18, 30]",6.0,23.0,13.0,42.0,49.75,486.87,1075.28,1611.9
c_4083,m,2004,19,"(18, 30]","(18, 30]",26.0,20.0,2.0,48.0,288.06,383.19,109.74,780.99
c_2200,f,1974,49,"(30, 50]","(30, 65]",76.0,10.0,0.0,86.0,731.31,175.06,0.0,906.3699999999999
c_5057,m,1971,52,"(50, 70]","(30, 65]",16.0,15.0,0.0,31.0,114.47,273.59,0.0,388.05999999999995
c_5577,m,1990,33,"(30, 50]","(30, 65]",177.0,35.0,0.0,212.0,1739.08,679.48,0.0,2418.56
c_7835,f,1963,60,"(50, 70]","(30, 65]",36.0,45.0,0.0,81.0,372.33,1128.1299999999999,0.0,1500.4599999999998
c_4823,f,1968,55,"(50, 70]","(30, 65]",13.0,29.0,1.0,43.0,119.50999999999999,483.52,145.99,749.02
c_6827,f,1977,46,"(30, 50]","(30, 65]",205.0,52.0,0.0,257.0,2080.8,967.7099999999999,0.0,3048.51
c_7281,m,1985,38,"(30, 50]","(30, 65]",22.0,5.0,0.0,27.0,232.23,89.72999999999999,0.0,321.96
c_1304,m,2004,19,"(18, 30]","(18, 30]",0.0,4.0,3.0,7.0,0.0,85.1,329.65,414.75
c_4555,m,1999,24,"(18, 30]","(18, 30]",28.0,28.0,7.0,63.0,319.22,588.5,427.66999999999996,1335.3899999999999
c_2549,m,1959,64,"(50, 70]","(30, 65]",11.0,9.0,0.0,20.0,146.58,208.16,0.0,354.74
c_2832,m,1982,41,"(30, 50]","(30, 65]",81.0,27.0,0.0,108.0,826.21,523.3399999999999,0.0,1349.55
c_8325,f,1983,40,"(30, 50]","(30, 65]",164.0,61.0,0.0,225.0,1866.34,1171.74,0.0,3038.08
c_8600,f,1988,35,"(30, 50]","(30, 65]",217.0,99.0,0.0,316.0,2394.15,2297.39,0.0,4691.54
c_5670,f,1988,35,"(30, 50]","(30, 65]",91.0,33.0,0.0,124.0,925.74,683.81,0.0,1609.55
c_4531,f,1970,53,"(50, 70]","(30, 65]",25.0,45.0,0.0,70.0,317.3,858.23,0.0,1175.53
c_4300,f,1986,37,"(30, 50]","(30, 65]",216.0,47.0,0.0,263.0,2214.64,931.91,0.0,3146.5499999999997
c_1756,f,1979,44,"(30, 50]","(30, 65]",102.0,37.0,0.0,139.0,1129.94,680.15,0.0,1810.0900000000001
c_2975,f,1992,31,"(30, 50]","(30, 65]",27.0,35.0,9.0,71.0,348.56,711.04,469.63,1529.23
c_1387,f,1957,66,"(50, 70]","(65, 94]",25.0,39.0,4.0,68.0,299.31,912.4499999999999,226.76999999999998,1438.53
c_5920,f,1966,57,"(50, 70]","(30, 65]",16.0,14.0,0.0,30.0,146.87,295.8,0.0,442.67
c_3282,f,1966,57,"(50, 70]","(30, 65]",24.0,13.0,0.0,37.0,212.70000000000002,264.40999999999997,0.0,477.11
c_8180,f,1974,49,"(30, 50]","(30, 65]",107.0,17.0,0.0,124.0,1032.13,372.29999999999995,0.0,1404.43
c_4730,m,1955,68,"(50, 70]","(65, 94]",9.0,25.0,0.0,34.0,111.42,583.0699999999999,0.0,694.4899999999999
c_3949,m,1993,30,"(18, 30]","(18, 30]",19.0,51.0,31.0,101.0,204.0,1067.9,2856.27,4128.17
c_5575,f,1994,29,"(18, 30]","(18, 30]",15.0,13.0,18.0,46.0,154.29,282.87,1629.64,2066.8
c_7586,f,1976,47,"(30, 50]","(30, 65]",58.0,29.0,0.0,87.0,635.66,585.37,0.0,1221.03
c_2947,f,1992,31,"(30, 50]","(30, 65]",6.0,6.0,7.0,19.0,70.02,109.94,409.34999999999997,589.31
c_3331,f,1985,38,"(30, 50]","(30, 65]",148.0,41.0,2.0,191.0,1607.1399999999999,836.8399999999999,321.98,2765.9599999999996
c_2902,f,1988,35,"(30, 50]","(30, 65]",61.0,20.0,0.0,81.0,648.9,398.83,0.0,1047.73
c_7608,m,1951,72,"(70, 94]","(65, 94]",46.0,46.0,0.0,92.0,531.64,944.38,0.0,1476.02
c_98,m,1986,37,"(30, 50]","(30, 65]",22.0,15.0,1.0,38.0,248.18,310.39,110.98,669.55
c_1928,f,2000,23,"(18, 30]","(18, 30]",6.0,8.0,1.0,15.0,73.73,146.29999999999998,57.99,278.02
c_7179,m,1976,47,"(30, 50]","(30, 65]",53.0,4.0,1.0,58.0,508.88,83.21000000000001,145.99,738.08
c_4126,f,1991,32,"(30, 50]","(30, 65]",87.0,34.0,0.0,121.0,890.04,686.4599999999999,0.0,1576.5
c_1222,f,1981,42,"(30, 50]","(30, 65]",99.0,18.0,0.0,117.0,1041.37,345.57,0.0,1386.9399999999998
c_3606,f,2004,19,"(18, 30]","(18, 30]",2.0,11.0,0.0,13.0,37.98,235.65,0.0,273.63
c_6228,f,1998,25,"(18, 30]","(18, 30]",12.0,22.0,25.0,59.0,104.92,465.89,1661.05,2231.8599999999997
c_3923,f,2004,19,"(18, 30]","(18, 30]",0.0,2.0,0.0,2.0,0.0,34.48,0.0,34.48
c_7125,f,1978,45,"(30, 50]","(30, 65]",115.0,26.0,0.0,141.0,1290.64,573.1,0.0,1863.7400000000002
c_1966,f,1949,74,"(70, 94]","(65, 94]",28.0,40.0,0.0,68.0,260.02,761.21,0.0,1021.23
c_1998,m,1995,28,"(18, 30]","(18, 30]",5.0,5.0,8.0,18.0,57.019999999999996,97.22999999999999,489.0,643.25
c_5254,f,1976,47,"(30, 50]","(30, 65]",29.0,17.0,0.0,46.0,289.4,416.53999999999996,0.0,705.9399999999999
c_7689,f,1952,71,"(70, 94]","(65, 94]",3.0,11.0,0.0,14.0,27.23,203.89000000000001,0.0,231.12
c_7163,f,1978,45,"(30, 50]","(30, 65]",113.0,31.0,0.0,144.0,1184.19,628.71,0.0,1812.9
c_312,f,2000,23,"(18, 30]","(18, 30]",0.0,12.0,7.0,19.0,0.0,221.39,661.61,883.0
c_8361,f,1984,39,"(30, 50]","(30, 65]",28.0,11.0,0.0,39.0,301.42,294.11,0.0,595.53
c_7300,f,1980,43,"(30, 50]","(30, 65]",183.0,59.0,0.0,242.0,1902.81,1114.81,0.0,3017.62
c_5031,m,1989,34,"(30, 50]","(30, 65]",122.0,37.0,0.0,159.0,1166.44,729.74,0.0,1896.18
c_5804,f,1978,45,"(30, 50]","(30, 65]",28.0,10.0,0.0,38.0,256.53,304.99,0.0,561.52
c_3481,f,1967,56,"(50, 70]","(30, 65]",12.0,20.0,2.0,34.0,86.07,343.74,84.38,514.19
c_6717,m,1967,56,"(50, 70]","(30, 65]",39.0,51.0,1.0,91.0,422.85,1124.19,145.99,1693.03
c_7543,m,1987,36,"(30, 50]","(30, 65]",62.0,14.0,0.0,76.0,629.23,371.58,0.0,1000.81
c_1410,m,1988,35,"(30, 50]","(30, 65]",214.0,73.0,5.0,292.0,2123.39,1482.59,416.27,4022.2499999999995
c_7167,m,1990,33,"(30, 50]","(30, 65]",179.0,48.0,0.0,227.0,1904.2,978.63,0.0,2882.83
c_127,m,1988,35,"(30, 50]","(30, 65]",27.0,21.0,0.0,48.0,239.72,452.53,0.0,692.25
c_1857,f,1990,33,"(30, 50]","(30, 65]",139.0,38.0,0.0,177.0,1529.34,742.48,0.0,2271.8199999999997
c_6642,m,1964,59,"(50, 70]","(30, 65]",78.0,119.0,0.0,197.0,857.5699999999999,2690.1,0.0,3547.67
c_2792,f,2001,22,"(18, 30]","(18, 30]",0.0,4.0,16.0,20.0,0.0,69.82000000000001,1402.26,1472.08
c_5568,f,1968,55,"(50, 70]","(30, 65]",22.0,40.0,0.0,62.0,204.76,870.76,0.0,1075.52
c_809,m,1989,34,"(30, 50]","(30, 65]",82.0,25.0,0.0,107.0,781.53,571.0699999999999,0.0,1352.6
c_4826,f,1972,51,"(50, 70]","(30, 65]",185.0,41.0,0.0,226.0,2036.25,793.73,0.0,2829.98
c_8014,f,1965,58,"(50, 70]","(30, 65]",15.0,11.0,0.0,26.0,119.27,294.74,0.0,414.01
c_6655,m,1976,47,"(30, 50]","(30, 65]",115.0,17.0,1.0,133.0,1242.35,341.56,145.99,1729.8999999999999
c_5376,m,1967,56,"(50, 70]","(30, 65]",8.0,10.0,1.0,19.0,95.92999999999999,159.91,43.35,299.19
c_3008,f,2003,20,"(18, 30]","(18, 30]",0.0,6.0,4.0,10.0,0.0,130.9,325.0,455.9
c_4330,m,1977,46,"(30, 50]","(30, 65]",89.0,28.0,0.0,117.0,901.21,550.22,0.0,1451.43
